CLUSTERID1	interaction	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation	shared_motifs	TopSharedMotifs
2326	motif_111	2326	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_126', 'motif_53', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2326	motif_126	2326	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_126', 'motif_53', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2326	motif_53	2326	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_126', 'motif_53', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2326	motif_19	2326	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_126', 'motif_53', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2328	motif_149	2328	0.0	1.0	1.0	1.0	-1		['motif_149', 'motif_96']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2328	motif_96	2328	0.0	1.0	1.0	1.0	-1		['motif_149', 'motif_96']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2341	motif_103	2341	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2341	motif_25	2341	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2341	motif_128	2341	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2358	motif_103	2358	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2358	motif_126	2358	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2358	motif_53	2358	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2358	motif_146	2358	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2358	motif_128	2358	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2358	motif_38	2358	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2367	motif_103	2367	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2367	motif_53	2367	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2367	motif_70	2367	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2373	motif_155	2373	0.0	1.0	1.0	1.0	-1		['motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2378	motif_126	2378	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_122', 'motif_53', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2378	motif_122	2378	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_122', 'motif_53', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2378	motif_53	2378	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_122', 'motif_53', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2378	motif_158	2378	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_122', 'motif_53', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2395	motif_100	2395	0.0	1.0	1.0	1.0	-1		['motif_100']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2445	motif_103	2445	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_43', 'motif_15', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2445	motif_91	2445	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_43', 'motif_15', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2445	motif_43	2445	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_43', 'motif_15', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2445	motif_15	2445	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_43', 'motif_15', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2445	motif_146	2445	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_43', 'motif_15', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2445	motif_128	2445	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_43', 'motif_15', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2445	motif_158	2445	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_43', 'motif_15', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2454	motif_126	2454	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_0']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2454	motif_0	2454	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_0']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2455	motif_126	2455	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_43', 'motif_103', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2455	motif_43	2455	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_43', 'motif_103', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2455	motif_103	2455	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_43', 'motif_103', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2455	motif_146	2455	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_43', 'motif_103', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2475	motif_103	2475	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_199', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2475	motif_126	2475	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_199', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2475	motif_53	2475	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_199', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2475	motif_146	2475	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_199', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2475	motif_199	2475	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_199', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2475	motif_128	2475	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_199', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2478	motif_0	2478	0.0	1.0	1.0	1.0	-1		['motif_0']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2485	motif_179	2485	0.0	1.0	1.0	1.0	-1		['motif_179']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2489	motif_155	2489	0.0	1.0	1.0	1.0	-1		['motif_155', 'motif_0']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2489	motif_0	2489	0.0	1.0	1.0	1.0	-1		['motif_155', 'motif_0']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2491	motif_190	2491	0.0	1.0	1.0	1.0	-1		['motif_190', 'motif_179']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2491	motif_179	2491	0.0	1.0	1.0	1.0	-1		['motif_190', 'motif_179']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2506	motif_0	2506	0.0	1.0	1.0	1.0	-1		['motif_0']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2529	motif_193	2529	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_103', 'motif_128', 'motif_123']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2529	motif_103	2529	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_103', 'motif_128', 'motif_123']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2529	motif_128	2529	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_103', 'motif_128', 'motif_123']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2529	motif_123	2529	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_103', 'motif_128', 'motif_123']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2543	motif_151	2543	0.0	1.0	1.0	1.0	-1		['motif_151', 'motif_96']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2543	motif_96	2543	0.0	1.0	1.0	1.0	-1		['motif_151', 'motif_96']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2606	motif_167	2606	0.0	1.0	1.0	1.0	-1		['motif_167']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2611	motif_126	2611	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_53', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2611	motif_103	2611	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_53', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2611	motif_53	2611	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_53', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2611	motif_128	2611	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_53', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2613	motif_103	2613	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_101', 'motif_117', 'motif_128', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2613	motif_101	2613	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_101', 'motif_117', 'motif_128', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2613	motif_117	2613	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_101', 'motif_117', 'motif_128', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2613	motif_128	2613	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_101', 'motif_117', 'motif_128', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2613	motif_175	2613	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_101', 'motif_117', 'motif_128', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2616	motif_126	2616	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_151']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2616	motif_151	2616	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_151']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2620	motif_143	2620	0.0	1.0	1.0	1.0	-1		['motif_143', 'motif_103', 'motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2620	motif_103	2620	0.0	1.0	1.0	1.0	-1		['motif_143', 'motif_103', 'motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2620	motif_126	2620	0.0	1.0	1.0	1.0	-1		['motif_143', 'motif_103', 'motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2621	motif_151	2621	0.0	1.0	1.0	1.0	-1		['motif_151', 'motif_60']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2621	motif_60	2621	0.0	1.0	1.0	1.0	-1		['motif_151', 'motif_60']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2622	motif_103	2622	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2622	motif_53	2622	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2622	motif_19	2622	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2624	motif_126	2624	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_43', 'motif_188']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2624	motif_43	2624	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_43', 'motif_188']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2624	motif_188	2624	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_43', 'motif_188']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2629	motif_103	2629	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_110', 'motif_188', 'motif_128', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2629	motif_126	2629	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_110', 'motif_188', 'motif_128', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2629	motif_110	2629	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_110', 'motif_188', 'motif_128', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2629	motif_188	2629	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_110', 'motif_188', 'motif_128', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2629	motif_128	2629	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_110', 'motif_188', 'motif_128', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2629	motif_108	2629	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_110', 'motif_188', 'motif_128', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2630	motif_128	2630	0.0	1.0	1.0	1.0	-1		['motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2718	motif_141	2718	0.0	1.0	1.0	1.0	-1		['motif_141', 'motif_190']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2718	motif_190	2718	0.0	1.0	1.0	1.0	-1		['motif_141', 'motif_190']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2730	motif_151	2730	0.0	1.0	1.0	1.0	-1		['motif_151', 'motif_179']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2730	motif_179	2730	0.0	1.0	1.0	1.0	-1		['motif_151', 'motif_179']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2735	motif_22	2735	0.0	1.0	1.0	1.0	-1		['motif_22']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2743	motif_143	2743	0.0	1.0	1.0	1.0	-1		['motif_143', 'motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2743	motif_103	2743	0.0	1.0	1.0	1.0	-1		['motif_143', 'motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2773	motif_103	2773	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_170']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2773	motif_170	2773	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_170']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2792	motif_126	2792	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2792	motif_128	2792	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2800	motif_128	2800	0.0	1.0	1.0	1.0	-1		['motif_128', 'motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2800	motif_91	2800	0.0	1.0	1.0	1.0	-1		['motif_128', 'motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2823	motif_103	2823	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_170', 'motif_193', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2823	motif_181	2823	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_170', 'motif_193', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2823	motif_170	2823	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_170', 'motif_193', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2823	motif_193	2823	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_170', 'motif_193', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2823	motif_38	2823	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_170', 'motif_193', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2825	motif_16	2825	0.0	1.0	1.0	1.0	-1		['motif_16']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2855	motif_126	2855	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2855	motif_128	2855	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2855	motif_70	2855	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2859	motif_158	2859	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2882	motif_53	2882	0.0	1.0	1.0	1.0	-1		['motif_53', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2882	motif_128	2882	0.0	1.0	1.0	1.0	-1		['motif_53', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2889	motif_91	2889	0.0	1.0	1.0	1.0	-1		['motif_91', 'motif_193', 'motif_126', 'motif_146', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2889	motif_193	2889	0.0	1.0	1.0	1.0	-1		['motif_91', 'motif_193', 'motif_126', 'motif_146', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2889	motif_126	2889	0.0	1.0	1.0	1.0	-1		['motif_91', 'motif_193', 'motif_126', 'motif_146', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2889	motif_146	2889	0.0	1.0	1.0	1.0	-1		['motif_91', 'motif_193', 'motif_126', 'motif_146', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2889	motif_128	2889	0.0	1.0	1.0	1.0	-1		['motif_91', 'motif_193', 'motif_126', 'motif_146', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2891	motif_111	2891	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_103', 'motif_181', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2891	motif_103	2891	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_103', 'motif_181', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2891	motif_181	2891	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_103', 'motif_181', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2891	motif_128	2891	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_103', 'motif_181', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2898	motif_108	2898	0.0	1.0	1.0	1.0	-1		['motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2903	motif_98	2903	0.0	1.0	1.0	1.0	-1		['motif_98']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2906	motif_100	2906	0.0	1.0	1.0	1.0	-1		['motif_100']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2918	motif_193	2918	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_126', 'motif_53', 'motif_143', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2918	motif_126	2918	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_126', 'motif_53', 'motif_143', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2918	motif_53	2918	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_126', 'motif_53', 'motif_143', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2918	motif_143	2918	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_126', 'motif_53', 'motif_143', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2918	motif_70	2918	0.0	1.0	1.0	1.0	-1		['motif_193', 'motif_126', 'motif_53', 'motif_143', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2926	motif_103	2926	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2926	motif_126	2926	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2926	motif_53	2926	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2926	motif_146	2926	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2926	motif_128	2926	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2926	motif_70	2926	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_146', 'motif_128', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2929	motif_70	2929	0.0	1.0	1.0	1.0	-1		['motif_70', 'motif_6']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2929	motif_6	2929	0.0	1.0	1.0	1.0	-1		['motif_70', 'motif_6']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2935	motif_103	2935	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_194', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2935	motif_194	2935	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_194', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2935	motif_128	2935	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_194', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2990	motif_103	2990	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
2990	motif_128	2990	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3018	motif_103	3018	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_128', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3018	motif_128	3018	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_128', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3018	motif_146	3018	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_128', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3019	motif_103	3019	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3019	motif_128	3019	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3030	motif_188	3030	0.0	1.0	1.0	1.0	-1		['motif_188']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3032	motif_141	3032	0.0	1.0	1.0	1.0	-1		['motif_141', 'motif_8', 'motif_100']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3032	motif_8	3032	0.0	1.0	1.0	1.0	-1		['motif_141', 'motif_8', 'motif_100']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3032	motif_100	3032	0.0	1.0	1.0	1.0	-1		['motif_141', 'motif_8', 'motif_100']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3067	motif_8	3067	0.0	1.0	1.0	1.0	-1		['motif_8']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3122	motif_179	3122	0.0	1.0	1.0	1.0	-1		['motif_179', 'motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
3122	motif_155	3122	0.0	1.0	1.0	1.0	-1		['motif_179', 'motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
