CLUSTERID1	interaction	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	MEH	OtherScore	shared_motifs	TopSharedMotifs
4626	motif_294	4708	-24.000999999999998	0.0	0.8409	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_104	4630	112.131	0.0	0.7878	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_294	4630	112.131	0.0	0.7878	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4669	motif_104	4708	67.006	0.0	0.7854	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4669	motif_294	4708	67.006	0.0	0.7854	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_104	4669	-95.037	0.0	0.7681	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_294	4669	-95.037	0.0	0.7681	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_104	4639	-90.04700000000001	0.0	0.8624	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_294	4639	-90.04700000000001	0.0	0.8624	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_104	4639	22.084	0.0	0.8274	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_294	4639	22.084	0.0	0.8274	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4669	motif_104	4730	-9.027000000000001	0.0	0.748	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4669	motif_294	4730	-9.027000000000001	0.0	0.748	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_104	4673	42.053000000000004	0.0	0.915	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_294	4673	42.053000000000004	0.0	0.915	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_104	4730	8.067	0.0	0.7493	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_294	4730	8.067	0.0	0.7493	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4730	motif_104	4762	28.031999999999996	0.0	0.8686	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4730	motif_294	4762	28.031999999999996	0.0	0.8686	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4626	motif_104	4669	-91.007	0.0	0.8585	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4626	motif_294	4669	-91.007	0.0	0.8585	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4697	motif_294	4850	56.027	0.0	0.7209	0.0	377.0	['motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_104	4673	-70.078	0.0	0.7976	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_294	4673	-70.078	0.0	0.7976	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4626	motif_104	4639	-86.01700000000001	0.0	0.8562	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4626	motif_294	4639	-86.01700000000001	0.0	0.8562	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_104	4855	-42.044	0.0	0.8918	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_294	4855	-42.044	0.0	0.8918	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4639	motif_104	4730	-14.015999999999998	0.0	0.8690000000000001	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4639	motif_294	4730	-14.015999999999998	0.0	0.8690000000000001	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4673	motif_104	4708	42.047	0.0	0.848	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4673	motif_294	4708	42.047	0.0	0.848	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_104	4626	108.101	0.0	0.7403	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4616	motif_294	4626	108.101	0.0	0.7403	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_104	4762	-76.031	0.0	0.893	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_294	4762	-76.031	0.0	0.893	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4708	motif_104	4855	-126.14399999999999	0.0	0.8249	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4708	motif_294	4855	-126.14399999999999	0.0	0.8249	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_104	4730	-104.064	0.0	0.8779	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4630	motif_294	4730	-104.064	0.0	0.8779	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4639	motif_104	4762	14.015999999999998	0.0	0.8761	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
4639	motif_294	4762	14.015999999999998	0.0	0.8761	0.0	377.0	['motif_104', 'motif_294']	['motif_104', 'motif_294', 'motif_186']
860	motif_205	8103	0.0	0.0	0.9539	0.0	384.0	['motif_205']	['motif_205']
1384	motif_78	2927	-28.031999999999996	0.0	0.8808	0.0	385.0	['motif_78', 'motif_95']	['motif_78', 'motif_95']
1384	motif_95	2927	-28.031999999999996	0.0	0.8808	0.0	385.0	['motif_78', 'motif_95']	['motif_78', 'motif_95']
3999	motif_205	7866	132.078	0.0	0.9640000000000001	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
3860	motif_205	3999	-44.025	0.0	0.9699	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
3860	motif_205	7888	-44.023	0.0	0.9569	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
3860	motif_205	7866	88.053	0.0	0.9647	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
7798	motif_205	7888	-44.023999999999994	0.0	0.9722	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
3860	motif_205	7824	44.028999999999996	0.0	0.9565	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
7798	motif_205	7824	44.028	0.0	0.9795	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
7824	motif_205	7888	-88.052	0.0	0.9679	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
3999	motif_243	7888	0.001	0.0	0.9557	0.0	391.0	['motif_243', 'motif_205']	['motif_205', 'motif_243']
3999	motif_205	7888	0.001	0.0	0.9557	0.0	391.0	['motif_243', 'motif_205']	['motif_205', 'motif_243']
7866	motif_205	7888	-132.077	0.0	0.956	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
7824	motif_205	7866	44.023999999999994	0.0	0.9664	0.0	391.0	['motif_205']	['motif_205', 'motif_243']
138	motif_257	7546	-0.0	0.0	0.9614	0.0	394.0	['motif_257']	['motif_257', 'motif_280']
7517	motif_280	7546	2.0140000000000002	0.0	0.9452	0.0	394.0	['motif_280', 'motif_257']	['motif_257', 'motif_280']
7517	motif_257	7546	2.0140000000000002	0.0	0.9452	0.0	394.0	['motif_280', 'motif_257']	['motif_257', 'motif_280']
138	motif_257	7517	-2.0140000000000002	0.0	0.8411	0.0	394.0	['motif_257']	['motif_257', 'motif_280']
2206	motif_2	7647	0.001	0.0	0.9865	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_78	7647	0.001	0.0	0.9865	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_80	7647	0.001	0.0	0.9865	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_205	7647	0.001	0.0	0.9865	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_108	2206	0.002	0.0	0.9713	0.0	396.0	['motif_108', 'motif_118', 'motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_118	2206	0.002	0.0	0.9713	0.0	396.0	['motif_108', 'motif_118', 'motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_2	2206	0.002	0.0	0.9713	0.0	396.0	['motif_108', 'motif_118', 'motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_78	2206	0.002	0.0	0.9713	0.0	396.0	['motif_108', 'motif_118', 'motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_80	2206	0.002	0.0	0.9713	0.0	396.0	['motif_108', 'motif_118', 'motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_205	2206	0.002	0.0	0.9713	0.0	396.0	['motif_108', 'motif_118', 'motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_2	10191	56.06100000000001	0.0	0.9764	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_78	10191	56.06100000000001	0.0	0.9764	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_108	10191	56.06100000000001	0.0	0.9764	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_2	7647	0.003	0.0	0.976	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_78	7647	0.003	0.0	0.976	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_80	7647	0.003	0.0	0.976	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_205	7647	0.003	0.0	0.976	0.0	396.0	['motif_2', 'motif_78', 'motif_80', 'motif_205']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_2	7602	28.03	0.0	0.9792	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_78	7602	28.03	0.0	0.9792	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
2206	motif_108	7602	28.03	0.0	0.9792	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_2	10191	56.063	0.0	0.9662	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_78	10191	56.063	0.0	0.9662	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_108	10191	56.063	0.0	0.9662	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_2	7602	28.031999999999996	0.0	0.9699	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_78	7602	28.031999999999996	0.0	0.9699	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_108	7602	28.031999999999996	0.0	0.9699	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
7647	motif_2	10191	56.06	0.0	0.9808	0.0	396.0	['motif_2', 'motif_78']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
7647	motif_78	10191	56.06	0.0	0.9808	0.0	396.0	['motif_2', 'motif_78']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_2	10056	84.094	0.0	0.9276	0.0	396.0	['motif_2', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
431	motif_108	10056	84.094	0.0	0.9276	0.0	396.0	['motif_2', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
7602	motif_2	10191	28.031	0.0	0.9687	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
7602	motif_78	10191	28.031	0.0	0.9687	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
7602	motif_108	10191	28.031	0.0	0.9687	0.0	396.0	['motif_2', 'motif_78', 'motif_108']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
7602	motif_2	7647	-28.029	0.0	0.983	0.0	396.0	['motif_2', 'motif_78']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
7602	motif_78	7647	-28.029	0.0	0.983	0.0	396.0	['motif_2', 'motif_78']	['motif_2', 'motif_78', 'motif_108', 'motif_80', 'motif_205']
5802	motif_122	7720	-0.001	0.0	0.983	0.0	403.0	['motif_122']	['motif_122']
4126	motif_122	5802	0.001	0.0	0.9821	0.0	403.0	['motif_122']	['motif_122']
2056	motif_122	5802	-0.001	0.0	0.9707	0.0	403.0	['motif_122']	['motif_122']
4126	motif_122	7720	-0.0	0.0	0.9766	0.0	403.0	['motif_122']	['motif_122']
2056	motif_122	4126	-0.002	0.0	0.9778	0.0	403.0	['motif_122']	['motif_122']
4139	motif_78	7167	-0.001	0.0	1.0	0.0	404.0	['motif_78', 'motif_70']	['motif_78', 'motif_70']
4139	motif_70	7167	-0.001	0.0	1.0	0.0	404.0	['motif_78', 'motif_70']	['motif_78', 'motif_70']
10135	motif_159	11621	-44.028	0.0	0.9489	0.0	408.0	['motif_159', 'motif_226', 'motif_205']	['motif_159', 'motif_226', 'motif_205']
10135	motif_226	11621	-44.028	0.0	0.9489	0.0	408.0	['motif_159', 'motif_226', 'motif_205']	['motif_159', 'motif_226', 'motif_205']
10135	motif_205	11621	-44.028	0.0	0.9489	0.0	408.0	['motif_159', 'motif_226', 'motif_205']	['motif_159', 'motif_226', 'motif_205']
7296	motif_57	10178	-28.03	0.0	0.9432	0.0	412.0	['motif_57']	['motif_57']
184	motif_155	2627	0.0	0.0	1.0	0.0	415.0	['motif_155']	['motif_155']
1129	motif_92	1550	0.0	0.0	1.0	0.0	425.0	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']
1129	motif_95	1550	0.0	0.0	1.0	0.0	425.0	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']
1129	motif_32	1550	0.0	0.0	1.0	0.0	425.0	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']
1129	motif_78	1550	0.0	0.0	1.0	0.0	425.0	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']
1129	motif_13	1550	0.0	0.0	1.0	0.0	425.0	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']	['motif_92', 'motif_95', 'motif_32', 'motif_78', 'motif_13']
8972	motif_98	8996	-44.026	0.0	0.9711	0.0	426.0	['motif_98', 'motif_93', 'motif_57']	['motif_98', 'motif_93', 'motif_57']
8972	motif_93	8996	-44.026	0.0	0.9711	0.0	426.0	['motif_98', 'motif_93', 'motif_57']	['motif_98', 'motif_93', 'motif_57']
8972	motif_57	8996	-44.026	0.0	0.9711	0.0	426.0	['motif_98', 'motif_93', 'motif_57']	['motif_98', 'motif_93', 'motif_57']
8972	motif_98	9059	-88.054	0.0	0.9326	0.0	426.0	['motif_98', 'motif_93', 'motif_57']	['motif_98', 'motif_93', 'motif_57']
8972	motif_93	9059	-88.054	0.0	0.9326	0.0	426.0	['motif_98', 'motif_93', 'motif_57']	['motif_98', 'motif_93', 'motif_57']
8972	motif_57	9059	-88.054	0.0	0.9326	0.0	426.0	['motif_98', 'motif_93', 'motif_57']	['motif_98', 'motif_93', 'motif_57']
9940	motif_75	11422	-0.0	0.0	0.9938	0.0	428.0	['motif_75', 'motif_284', 'motif_94']	['motif_75', 'motif_284', 'motif_94']
9940	motif_284	11422	-0.0	0.0	0.9938	0.0	428.0	['motif_75', 'motif_284', 'motif_94']	['motif_75', 'motif_284', 'motif_94']
9940	motif_94	11422	-0.0	0.0	0.9938	0.0	428.0	['motif_75', 'motif_284', 'motif_94']	['motif_75', 'motif_284', 'motif_94']
191	motif_78	3770	56.063	0.0	0.7847	0.0	431.0	['motif_78']	['motif_78', 'motif_75']
3454	motif_75	4480	28.031999999999996	0.0	0.9229999999999999	0.0	431.0	['motif_75', 'motif_78']	['motif_78', 'motif_75']
3454	motif_78	4480	28.031999999999996	0.0	0.9229999999999999	0.0	431.0	['motif_75', 'motif_78']	['motif_78', 'motif_75']
3454	motif_78	3770	56.063	0.0	0.8106	0.0	431.0	['motif_78']	['motif_78', 'motif_75']
191	motif_75	3454	0.0	0.0	0.8084	0.0	431.0	['motif_75', 'motif_78']	['motif_78', 'motif_75']
191	motif_78	3454	0.0	0.0	0.8084	0.0	431.0	['motif_75', 'motif_78']	['motif_78', 'motif_75']
3770	motif_78	4480	-28.031	0.0	0.8121	0.0	431.0	['motif_78']	['motif_78', 'motif_75']
191	motif_75	4480	28.031999999999996	0.0	0.8582	0.0	431.0	['motif_75', 'motif_78']	['motif_78', 'motif_75']
191	motif_78	4480	28.031999999999996	0.0	0.8582	0.0	431.0	['motif_75', 'motif_78']	['motif_78', 'motif_75']
1582	motif_92	1607	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_78	1607	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_60	1607	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_196	1607	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_131	1607	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_150	2162	-0.0	0.0	0.9027	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_60	2162	-0.0	0.0	0.9027	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_196	2162	-0.0	0.0	0.9027	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_78	2162	-0.0	0.0	0.9027	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_131	2162	-0.0	0.0	0.9027	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_131	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_78	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_60	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_196	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_78	5293	-60.022	0.0	0.904	0.0	436.0	['motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_60	5293	-60.022	0.0	0.904	0.0	436.0	['motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_196	5293	-60.022	0.0	0.904	0.0	436.0	['motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_131	2162	60.02	0.0	0.9028	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_78	2162	60.02	0.0	0.9028	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_60	2162	60.02	0.0	0.9028	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_196	2162	60.02	0.0	0.9028	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_285	5293	-0.001	0.0	0.9338	0.0	436.0	['motif_285', 'motif_60', 'motif_196', 'motif_78']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_60	5293	-0.001	0.0	0.9338	0.0	436.0	['motif_285', 'motif_60', 'motif_196', 'motif_78']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_196	5293	-0.001	0.0	0.9338	0.0	436.0	['motif_285', 'motif_60', 'motif_196', 'motif_78']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1601	motif_78	5293	-0.001	0.0	0.9338	0.0	436.0	['motif_285', 'motif_60', 'motif_196', 'motif_78']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_131	2174	-60.021	0.0	0.9239	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_78	2174	-60.021	0.0	0.9239	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_60	2174	-60.021	0.0	0.9239	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_196	2174	-60.021	0.0	0.9239	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_78	5293	-60.021	0.0	0.904	0.0	436.0	['motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_60	5293	-60.021	0.0	0.904	0.0	436.0	['motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_196	5293	-60.021	0.0	0.904	0.0	436.0	['motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_131	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_78	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_60	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1607	motif_196	5279	60.02	0.0	0.9097	0.0	436.0	['motif_131', 'motif_78', 'motif_60', 'motif_196']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_150	5279	-0.0	0.0	0.9009	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_60	5279	-0.0	0.0	0.9009	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_196	5279	-0.0	0.0	0.9009	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_78	5279	-0.0	0.0	0.9009	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1590	motif_131	5279	-0.0	0.0	0.9009	0.0	436.0	['motif_150', 'motif_60', 'motif_196', 'motif_78', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_92	1601	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_78	1601	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
1582	motif_60	1601	-60.021	0.0	0.9155	0.0	436.0	['motif_92', 'motif_78', 'motif_60', 'motif_196', 'motif_131']	['motif_78', 'motif_60', 'motif_196', 'motif_131', 'motif_92']
