CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
8974	10180	42	0.9774	-88.056
9740	10417	42	0.9678	-44.022
8933	11436	42	0.9749	44.025
5744	5940	42	0.9796	-220.130
10180	10417	42	0.9691	-44.024
11436	11474	42	0.9858	44.025
5940	9144	42	0.9792	-88.054
10011	11436	42	0.964	-44.025
5747	9013	42	0.9799	-220.132
9975	10180	42	0.9764	-88.055
9013	10039	42	0.9829	0.000
5775	5940	42	0.9788	-88.053
8974	9013	42	0.9731	-44.027
8974	10417	42	0.9711	-132.080
9144	10417	42	0.9727	-44.027
5744	5826	42	0.9851	44.027
9144	9740	42	0.9799	-0.006
10039	10180	42	0.982	-44.030
5940	9013	42	0.9903	-44.028
5747	10011	42	0.978	132.077
363	2605	43	1.0	-0.001
7802	8335	44	0.9854	-0.000
2186	4718	45	0.7115	207.238
4718	5751	45	0.8676	-28.032
2044	5751	45	0.9782	-28.031
2044	2186	45	0.797	-207.237
2186	5751	45	0.8087	179.206
2044	4718	45	0.8705	0.001
10142	10268	46	0.9822	-44.036
9269	10268	46	0.9791	-0.002
10268	11503	46	0.9801	88.060
5855	10046	46	0.9805	132.082
10182	11543	46	0.9896	-0.007
10142	11532	46	0.9834	-0.005
9024	11479	46	0.9833	0.005
5977	10070	46	0.9812	0.016
5855	10030	46	0.9838	-44.015
10046	10129	46	0.9824	44.031
8998	10030	46	0.983	-44.026
9046	11590	46	0.984	-88.049
5786	8998	46	0.9853	-44.017
5977	10268	46	0.9823	-88.049
9024	11532	46	0.9831	-88.049
5977	9024	46	0.984	44.030
10142	11503	46	0.9831	44.024
9031	10182	46	0.9889	44.027
10030	11466	46	0.9875	44.024
5855	9046	46	0.9862	-88.045
5921	9024	46	0.9875	0.001
9024	11503	46	0.9856	-44.019
5921	9046	46	0.9866	-44.022
10070	11590	46	0.9814	-88.059
9031	11543	46	0.991	44.021
6079	11590	46	0.9775	-44.017
5921	6079	46	0.9829	-88.054
10070	11466	46	0.9821	88.044
10070	11532	46	0.987	-44.035
8998	10142	46	0.9801	-132.076
9024	9046	46	0.9885	-44.023
10070	10142	46	0.986	-44.030
10070	10268	46	0.9812	-88.065
5855	5857	46	0.9802	132.080
8998	9024	46	0.9831	-44.033
5836	5921	46	0.985	-132.078
5857	10129	46	0.9859	44.033
5857	9031	46	0.9873	0.006
5857	11481	46	0.9788	0.002
10070	11503	46	0.9868	-0.005
5857	10046	46	0.989	0.002
5786	5921	46	0.9881	-88.051
10046	11466	46	0.9816	-132.073
5786	11503	46	0.9806	-132.068
5977	9046	46	0.9872	0.007
5921	10142	46	0.9845	-88.042
10268	11532	46	0.9836	44.030
5855	8998	46	0.984	0.011
9031	10129	46	0.9896	44.027
5836	5857	46	0.9818	44.025
9046	10070	46	0.9883	0.009
11481	11543	46	0.9734	44.025
11466	11503	46	0.9797	-88.049
8998	11503	46	0.9797	-88.052
11532	11590	46	0.9835	-44.023
5836	10046	46	0.9829	44.026
5977	6079	46	0.9811	-44.025
5921	8998	46	0.9845	44.034
5977	11466	46	0.9799	88.060
10142	11590	46	0.9841	-44.029
10129	11543	46	0.9908	-0.007
11503	11532	46	0.9872	-44.030
10046	10182	46	0.9806	44.032
9046	11532	46	0.9873	-44.026
5857	10182	46	0.9839	44.033
10129	10182	46	0.9924	0.000
9031	10046	46	0.9876	-0.004
5857	11543	46	0.9865	44.027
9046	11503	46	0.9853	0.004
5786	10142	46	0.9802	-176.093
5855	9024	46	0.985	-44.022
5855	11466	46	0.9872	0.009
9024	10070	46	0.9854	-44.014
10129	11481	46	0.9702	-44.031
5977	11503	46	0.9806	0.011
5977	11532	46	0.9815	-44.019
5786	5836	46	0.9914	44.028
5855	5921	46	0.9841	-44.023
9046	10268	46	0.9839	-88.056
5921	5977	46	0.9865	-44.029
10268	11590	46	0.985	0.007
8998	11466	46	0.9853	-0.003
10182	11481	46	0.9692	-44.032
5836	9031	46	0.9848	44.031
5921	10070	46	0.9852	-44.013
9031	11481	46	0.9759	-0.004
10046	11543	46	0.9847	44.025
10046	11481	46	0.9867	0.000
9024	11466	46	0.9842	44.030
9046	11466	46	0.9848	88.053
5855	5977	46	0.9844	-88.051
8108	9068	47	0.8621	-13.980
4322	8108	47	0.9816	0.001
1992	4322	47	0.956	-0.001
4322	9068	47	0.8939	-13.979
1992	8108	47	0.9488	0.000
2450	10133	48	0.9585	42.047
6533	6692	48	0.8574	2.020
1222	4053	48	0.9497	-18.012
672	5534	48	0.9603	-26.016
5534	6603	48	0.934	-23.998
1222	2977	48	0.9453	-26.016
672	1479	48	0.9259	-15.994
6592	10133	48	0.9508	42.047
1479	2922	48	0.9102	-8.004
2922	6592	48	0.9346	38.014
2450	2922	48	0.9427	-38.014
6692	10133	48	0.933	102.046
2450	6603	48	0.9485	-64.029
1407	6592	48	0.9501	40.030
672	2450	48	0.9607	14.016
5534	10133	48	0.9257	82.078
2450	6692	48	0.9361	-59.999
1407	10133	48	0.9627	82.077
1407	2977	48	0.968	18.010
672	6603	48	0.9244	-50.013
4053	6592	48	0.9477	14.016
2450	6592	48	0.9479	-0.000
6592	6692	48	0.9322	-59.999
672	6592	48	0.941	14.016
5534	6692	48	0.9397	-19.967
6603	6692	48	0.9216	4.031
1222	4954	48	0.8236	-180.062
4053	10133	48	0.9665	56.063
2450	4053	48	0.9749	-14.016
672	2922	48	0.9265	-23.998
1479	10221	48	0.8634	44.025
2922	6603	48	0.9351	-26.015
1407	6603	48	0.9655	-23.999
2450	5534	48	0.9485	-40.031
1407	5534	48	0.9614	-0.001
2922	6692	48	0.9419	-21.985
672	10133	48	0.9521	56.063
4053	5534	48	0.9525	-26.015
1407	2922	48	0.9596	2.016
5534	6592	48	0.9381	40.031
1479	2450	48	0.9437	30.009
1479	6592	48	0.904	30.009
6592	6603	48	0.9304	-64.029
4053	6603	48	0.9431	-50.013
1407	2450	48	0.9762	40.030
1407	6692	48	0.9528	-19.968
2922	10133	48	0.9281	80.061
2977	5534	48	0.9402	-18.011
672	1222	48	0.9582	18.011
672	4053	48	0.9751	-0.000
4053	6692	48	0.9338	-45.982
1479	6603	48	0.8998	-34.020
1407	4053	48	0.9706	26.014
2922	5534	48	0.9605	-2.018
1479	10133	48	0.9249	72.056
6603	10133	48	0.9358	106.076
1479	4053	48	0.9459	15.993
672	1407	48	0.962	-26.014
1061	2920	49	0.9595	0.000
1061	2912	49	0.8908	-410.300
1641	4275	49	0.9123	-0.001
1185	7716	49	0.9248	0.002
4946	5889	49	0.9243	0.012
2337	4267	49	0.8816	110.037
5889	7716	49	1.0	-0.010
452	2341	49	0.878	-410.302
2341	2942	49	0.9459	-0.000
1641	2334	49	0.9145	-376.298
650	2920	49	0.8729	2.015
452	2337	49	0.9096	-428.313
2337	2341	49	0.9239	18.011
452	650	49	0.955	-18.010
452	1269	49	0.8787	-2.016
4523	6010	49	0.9331	0.023
650	3833	49	0.8781	18.010
2942	6010	49	0.9309	0.022
2337	3575	49	0.8859	36.019
4267	7716	49	0.9085	0.002
2337	2942	49	0.8987	18.011
4946	7716	49	0.9243	0.002
2337	2915	49	0.9045	-392.295
1185	2337	49	0.899	-110.037
1269	4275	49	0.8837	-394.309
1185	5889	49	0.9248	0.012
4267	5889	49	0.9085	0.012
2337	6010	49	0.895	18.033
1185	4946	49	0.9339	-0.000
650	2337	49	0.8874	-410.303
1033	3575	49	0.9598	-0.000
2912	2920	49	0.8723	410.300
4267	4946	49	0.9203	-0.000
1185	4267	49	0.9437	0.000
2341	4523	49	0.9181	-0.001
1033	2337	49	0.9251	-36.019
452	3833	49	0.8762	-0.000
2942	4523	49	0.9311	-0.001
2341	6010	49	0.9367	0.022
5715	5723	51	0.9857	-44.028
5723	10077	51	0.9746	-88.058
8930	9946	51	0.9818	44.028
5762	9076	51	0.9681	-88.052
5715	9958	51	0.9766	44.026
5762	10010	51	0.975	0.000
5622	8921	51	0.9786	44.026
5622	9944	51	0.9771	44.026
5856	10198	51	0.9687	-44.028
5723	10010	51	0.978	-44.027
5715	9965	51	0.9806	-0.001
9008	10010	51	0.9739	44.027
9941	9946	51	0.9662	-88.051
5762	11507	51	0.9755	-44.029
9076	10198	51	0.9752	-0.002
9008	10077	51	0.9739	-0.004
9944	9958	51	0.9772	-88.051
5762	8967	51	0.9748	-0.001
8934	8967	51	0.9746	-88.054
9946	11441	51	0.9632	88.050
9946	9958	51	0.9786	-44.027
5622	8934	51	0.9782	-88.053
8934	9944	51	0.9738	132.079
8930	9965	51	0.9812	-44.026
5856	11507	51	0.9771	-0.003
9958	10010	51	0.9729	-132.081
5723	5856	51	0.9763	-88.052
5723	11507	51	0.9788	-88.055
9941	9944	51	0.9822	-44.027
9941	9952	51	0.9739	44.024
8934	9958	51	0.9859	44.028
5708	5715	51	0.9876	-44.026
5856	9076	51	0.9714	-44.026
5856	10077	51	0.981	-0.005
3996	9968	51	0.9781	-0.000
8930	9944	51	0.9793	88.052
10077	11507	51	0.9792	0.002
5622	9958	51	0.9834	-44.025
9944	11441	51	0.9737	44.027
8967	9076	51	0.9688	-88.051
9952	9968	51	0.9755	44.026
9941	11441	51	0.9793	-0.001
5622	9965	51	0.978	-88.052
10010	11507	51	0.982	-44.029
9008	11507	51	0.976	-0.002
9944	9946	51	0.9706	-44.024
5762	10077	51	0.9758	-44.031
10010	10077	51	0.9731	-44.031
9008	9076	51	0.9762	-44.025
5723	8930	51	0.9732	88.053
5723	8967	51	0.9737	-44.028
8934	10010	51	0.9754	-88.053
8930	9958	51	0.9871	0.001
8940	9008	51	0.9709	-88.055
5622	8930	51	0.9875	-44.026
8921	9952	51	0.9732	88.052
8930	8934	51	0.9829	-44.027
5856	9008	51	0.9757	-0.001
5856	8967	51	0.9661	44.025
9958	9965	51	0.9846	-44.027
5762	9008	51	0.9807	-44.027
8934	8940	51	0.9771	-44.025
5708	9965	51	0.9817	-44.027
5723	5762	51	0.9833	-44.027
10198	11507	51	0.9717	44.025
5762	5856	51	0.9782	-44.026
5723	9008	51	0.9738	-88.054
9965	10010	51	0.9799	-88.053
5622	9946	51	0.9827	0.002
8921	9944	51	0.9756	-0.000
8940	9946	51	0.9656	132.080
9965	11507	51	0.9738	-132.082
8940	8967	51	0.9679	-44.029
8967	9008	51	0.9733	-44.026
8934	9946	51	0.9738	88.055
5715	8934	51	0.9767	-0.002
8934	9965	51	0.98	0.001
1763	1964	52	0.7682	-24.058
1958	4834	52	1.0	0.000
2929	2948	52	0.7178	74.003
2929	2940	52	0.7619	15.994
1958	1996	52	0.841	-6.047
1964	2948	52	0.7657	38.039
1958	1964	52	0.8564	-20.025
1763	4834	52	0.7565	-4.033
1958	7563	52	0.7185	-55.990
1763	2929	52	0.7748	-60.022
1964	4834	52	0.8564	20.025
1763	7618	52	0.7194	13.983
2948	7618	52	0.7769	0.003
1996	2929	52	0.7019	-49.942
1763	1996	52	0.7311	-10.080
1763	7563	52	0.7778	-60.023
2929	4834	52	0.716	55.989
2948	4834	52	0.7146	-18.014
1964	1996	52	0.8697	13.978
4834	7563	52	0.7185	-55.990
1958	2929	52	0.716	-55.989
1996	4834	52	0.841	6.047
2940	7563	52	0.7713	-15.995
1763	2940	52	0.7194	-44.028
2929	7563	52	0.8754	-0.001
1958	2948	52	0.7146	18.014
1763	1958	52	0.7565	-4.033
1763	2948	52	0.7897	13.981
1964	2929	52	0.7467	-35.964
1964	7563	52	0.7372	-35.965
4812	5904	53	0.9964	-88.052
4775	5904	53	0.9962	-44.026
4775	4812	53	0.9967	44.026
4807	7590	57	0.966	-1.978
6403	6421	57	0.9814	-44.026
3486	6464	57	0.9793	-44.030
476	7484	57	0.9835	0.001
3486	6421	57	0.985	-0.001
7590	7676	57	0.978	-44.028
6421	6464	57	0.983	-44.029
3486	3565	57	0.9767	-44.029
3565	6464	57	0.9793	-0.001
476	2645	57	0.9824	-0.001
4265	4747	57	0.9795	-88.054
6535	7590	57	0.9726	-0.000
2645	6464	57	0.975	-44.027
2645	7484	57	0.979	0.001
643	2711	57	1.0	-0.001
476	3486	57	0.9758	0.002
2711	7590	57	0.9665	0.003
2645	3486	57	0.9821	0.003
7484	7518	57	0.9762	-44.027
6464	7676	57	0.9718	-88.051
3746	4841	57	0.9568	-0.003
3565	4747	57	0.9812	0.000
643	7590	57	0.9665	0.003
3419	4265	57	0.9788	-44.027
3565	6421	57	0.9793	44.028
3746	6535	57	0.9646	0.000
371	2614	58	1.0	0.001
128	2816	59	0.9848	-44.028
1688	4309	59	0.9736	132.076
2199	2274	59	0.9766	44.025
2274	2816	59	0.9728	-88.054
193	4309	59	0.9524	176.101
128	2274	59	0.9766	44.026
2274	11926	59	0.9576	44.026
193	1688	59	0.9842	44.025
128	193	59	0.9833	-44.026
1688	2199	59	0.9849	0.001
2274	4309	59	0.9769	88.049
1673	1688	59	0.957	44.028
193	2274	59	0.9764	88.052
2199	2816	59	0.9848	-44.029
1688	2274	59	0.9895	44.027
2816	4309	59	0.9527	176.103
2199	4309	59	0.9563	132.074
193	2816	59	0.9886	-0.002
4309	11926	59	0.9503	-44.023
1688	2816	59	0.9834	-44.027
128	2199	59	1.0	0.000
193	1673	59	0.959	-0.002
193	2199	59	0.9833	44.026
1673	11926	59	0.9249	132.080
128	4309	59	0.9563	132.075
1673	2816	59	0.9518	0.000
128	1688	59	0.9849	-0.001
1228	1409	61	0.9879	-44.026
1409	3471	61	0.9807	-88.053
4325	12212	61	0.9774	88.191
3605	4325	61	0.9835	-0.023
59	84	61	0.9865	-44.027
234	3239	61	0.9874	-44.085
1228	10754	61	0.9827	-132.079
3227	10754	61	0.985	-44.027
3605	4292	61	0.9897	-87.991
1651	2718	61	0.9842	44.025
3227	3471	61	0.9856	-44.027
1651	2746	61	0.9817	0.000
1409	5423	61	0.9789	-44.063
770	2718	61	0.9859	88.052
6412	7519	61	0.9811	-0.001
234	7519	61	0.9808	-0.001
770	1409	61	0.9877	44.026
4292	4323	61	0.9891	43.995
59	1409	61	0.9854	-44.027
3239	3605	61	0.9869	-44.083
59	3471	61	0.9829	-132.080
234	3605	61	0.9896	-88.168
1409	10754	61	0.9847	-88.053
770	10754	61	0.9847	-44.027
2718	4292	61	0.985	-88.106
3605	12212	61	0.9791	88.168
1409	3227	61	0.9858	-44.026
4323	10754	61	0.9818	-87.968
4325	7519	61	0.9801	88.190
3239	4325	61	0.9791	-44.106
4292	5423	61	1.0	0.017
84	1409	61	0.9862	-0.000
4292	10754	61	0.9858	-43.973
234	5423	61	0.9827	-176.142
3605	5423	61	0.9897	-87.974
4323	12212	61	0.9837	132.165
4325	5423	61	0.9802	-87.951
2718	10754	61	0.9858	-132.079
2746	3227	61	0.9755	-44.027
1651	3471	61	0.985	-88.053
1228	3227	61	0.9843	-88.052
3239	11677	61	0.9792	44.084
4323	5423	61	0.9891	-43.978
1228	2718	61	0.986	0.000
4323	4325	61	0.9829	43.974
2718	4323	61	0.9827	-44.112
1228	1651	61	0.9857	-44.025
770	1651	61	0.9836	44.027
59	2718	61	0.9869	-0.001
84	1651	61	0.9875	0.000
3605	7519	61	0.9799	88.167
84	770	61	0.9859	-44.026
4292	4325	61	0.9828	87.968
234	11677	61	0.98	-0.001
3239	4292	61	0.9862	-132.075
1228	4323	61	0.9813	-44.111
1228	3471	61	0.9839	-132.079
59	10754	61	0.9833	-132.080
84	2718	61	0.9844	44.026
3605	4323	61	0.9878	-43.997
12212	12248	61	0.978	-0.000
234	4323	61	0.9831	-132.165
59	1228	61	0.9875	-0.001
234	4292	61	0.9841	-176.159
770	3227	61	0.9855	0.000
770	4292	61	0.9833	-0.054
84	1228	61	0.9845	44.026
3239	5423	61	0.9849	-132.057
2718	5423	61	0.9847	-88.089
84	3471	61	0.9827	-88.053
3239	7519	61	0.9814	44.084
234	4325	61	0.9797	-88.191
59	770	61	0.9828	-88.053
59	3227	61	0.9832	-88.053
6412	11677	61	0.9821	-0.000
3239	4323	61	0.9867	-88.080
770	5423	61	0.9833	-0.037
5423	10754	61	0.9858	-43.990
1651	10754	61	0.983	-88.054
770	3471	61	0.9827	-44.027
7519	11677	61	0.981	0.000
11677	12212	61	0.9755	0.001
1651	3227	61	0.9859	-44.027
84	3227	61	0.9861	-44.026
234	6412	61	0.9785	-0.000
3239	6412	61	0.9795	44.085
234	12212	61	0.9808	0.000
1409	1651	61	0.9868	0.000
1409	2718	61	0.9869	44.026
59	1651	61	0.9855	-44.026
6412	12212	61	0.9766	0.000
9149	10157	64	0.9427	-0.000
4914	6462	65	0.9503	28.034
582	2687	65	1.0	0.001
2687	4788	65	0.9664	-0.001
6462	6577	65	0.9616	-28.033
4788	7561	65	0.9686	0.000
3612	6577	65	0.9605	-28.031
3612	6462	65	0.965	0.001
582	7561	65	0.9684	-0.001
2687	4914	65	0.9603	-28.034
3612	7561	65	0.9729	-0.000
2687	6577	65	0.9668	-28.032
4788	6577	65	0.9578	-28.031
2687	3612	65	0.9732	-0.001
3612	4788	65	0.9706	-0.000
3612	4914	65	0.9513	-28.033
6462	7561	65	0.9635	-0.002
2687	6462	65	0.9654	0.000
4788	6462	65	0.9665	0.002
582	4914	65	0.9603	-28.033
4788	4914	65	0.959	-28.032
4914	7561	65	0.9517	28.033
582	6462	65	0.9654	0.001
6577	7561	65	0.9578	28.031
582	6577	65	0.969	-28.032
582	4788	65	0.9664	-0.001
2687	7561	65	0.9684	-0.001
582	3612	65	0.9732	-0.000
4914	6577	65	0.9543	0.002
10043	10098	66	0.9944	28.031
8957	10043	66	0.9935	-56.063
10005	10043	66	0.9934	-56.063
17	420	67	0.9486	0.000
17	57	67	0.9746	0.000
35	4594	67	0.9346	-0.000
57	3137	67	0.9749	0.000
57	4594	67	0.7364	-0.164
57	420	67	0.9666	0.000
420	3137	67	0.9553	0.000
35	2606	67	1.0	0.000
2606	4594	67	0.9346	-0.000
1029	3137	67	0.7008	0.164
1029	2606	67	0.9509	0.000
3137	4594	67	0.7488	-0.164
35	1029	67	0.9509	0.000
17	1029	67	0.7171	-0.164
420	4594	67	0.7506	-0.164
17	4594	67	0.7639	-0.164
1029	4594	67	0.9622	-0.000
17	3137	67	0.9866	0.000
3767	3966	69	0.9139	-66.039
3776	9153	69	0.9245	-88.050
9153	9229	69	0.9117	-44.027
3767	9180	69	0.9217	-132.081
3698	3729	69	0.9352	22.015
3776	9180	69	0.9147	-110.068
3966	9229	69	0.9225	-88.051
3686	3767	69	0.9193	-88.053
3767	3990	69	0.9422	-88.052
1443	3587	69	0.9329	132.075
3587	5334	69	0.9082	-44.025
3688	3776	69	0.9207	-154.091
1256	3644	69	0.9364	22.014
3990	9153	69	0.9015	-22.011
3644	3729	69	0.892	-132.077
1256	3572	69	0.8875	0.000
3572	3698	69	0.8969	-132.078
3686	5334	69	0.926	22.014
1443	3937	69	0.9033	-66.051
3572	3587	69	0.9084	-22.012
3990	9180	69	0.9127	-44.028
1443	3966	69	0.9176	-88.056
3966	9180	69	0.9097	-66.042
3688	3937	69	0.9126	-176.111
3688	3729	69	0.9297	-66.037
3572	5334	69	0.9288	-66.037
3587	3686	69	0.9297	-66.040
3644	3688	69	0.903	-66.040
3990	9229	69	0.9057	-66.037
3776	3937	69	0.9363	-22.020
3698	5334	69	0.9092	66.041
3767	3937	69	0.9443	-44.033
3686	3688	69	0.9263	44.025
3587	3767	69	0.9102	-154.093
9229	9321	69	0.9023	-22.015
3688	3767	69	0.9379	-132.078
3587	3729	69	0.9343	-88.052
1443	3686	69	0.9111	66.035
3776	3966	69	0.9379	-44.026
1443	5334	69	0.9383	88.049
3686	3776	69	0.911	-110.066
3587	3688	69	0.952	-22.015
3937	9153	69	0.9193	-66.030
1443	3776	69	0.923	-44.031
3937	3990	69	0.9281	-44.020
3966	3990	69	0.9088	-22.014
3937	9180	69	0.9172	-88.048
9153	9321	69	0.8925	-66.042
1443	3572	69	0.9029	154.086
3587	3698	69	0.9227	-110.067
1443	3698	69	0.9083	22.008
9180	9321	69	0.9045	-44.024
3776	5334	69	0.9334	132.080
3572	3644	69	0.9256	22.014
9153	9180	69	0.9095	-22.018
3729	5334	69	0.9244	44.026
3767	9153	69	0.9146	-110.063
9180	9229	69	0.9187	-22.009
1443	3688	69	0.9302	110.060
3572	3688	69	0.9349	-44.026
3776	9229	69	0.9246	-132.077
3688	5334	69	0.93	-22.011
3572	3729	69	0.8932	-110.064
3937	9229	69	0.9033	-110.057
3587	3966	69	0.9039	-220.131
3937	9321	69	0.902	-132.072
3767	3776	69	0.9491	-22.013
3686	3698	69	0.8889	-44.027
3966	5334	69	0.9207	176.106
3572	3686	69	0.9147	-88.052
3937	3966	69	0.9178	-22.006
3767	5334	69	0.9348	110.067
6714	7839	72	0.8958	-28.031
578	3697	72	0.9445	0.000
510	514	72	0.9155	86.038
7702	7705	72	0.9112	-28.031
455	514	72	0.9317	-28.031
740	10181	72	0.9406	-0.001
3559	10213	72	0.9069	-2.052
542	7606	72	0.9175	28.031
4587	8043	72	0.8947	-114.068
3706	7731	72	0.8963	-72.021
10181	10285	72	0.9045	-86.037
973	3706	72	0.8971	14.016
3477	7712	72	0.9398	0.000
545	7916	72	0.906	-72.021
7804	8043	72	0.8954	-28.031
3502	4334	72	0.9027	-142.099
573	710	72	0.8856	-28.031
3535	10213	72	0.9172	86.038
1950	7966	72	0.9051	28.032
6793	7839	72	0.8924	56.063
584	8045	72	0.883	3.995
7988	8315	72	0.8836	86.037
1950	3697	72	0.9539	0.000
3536	7645	72	0.9455	-0.000
584	3517	72	0.9123	-28.032
542	7712	72	0.9325	-28.031
3517	10168	72	0.9221	0.000
455	3502	72	0.9132	-28.032
7839	7864	72	0.8844	86.037
4587	11723	72	0.8974	-114.068
806	10213	72	1.0	0.000
514	4587	72	0.9296	-56.063
455	3377	72	0.96	0.000
7960	10285	72	0.8865	28.031
3464	3756	72	0.8922	-28.031
740	7814	72	0.887	-86.038
502	523	72	0.8849	58.042
3488	7966	72	0.9107	28.032
740	4839	72	0.9387	-0.001
545	3502	72	0.9089	-58.043
510	7588	72	0.8961	56.062
578	1950	72	0.9555	-0.000
1950	7645	72	0.9056	28.032
3377	3502	72	0.9053	-28.032
510	3502	72	0.9051	86.037
7814	7960	72	0.8855	-28.031
896	7804	72	0.8987	-28.032
3621	4839	72	0.888	-28.033
514	545	72	0.9314	58.042
1950	6741	72	0.94	-0.000
584	3524	72	0.9395	-0.000
3706	7916	72	1.0	0.000
3216	3488	72	0.9069	-28.031
3629	6693	72	1.0	-0.001
514	3377	72	0.9124	28.031
3536	3697	72	0.918	-28.031
502	554	72	0.9194	28.031
540	7556	72	0.9135	-28.031
806	3535	72	0.9172	-86.038
3536	7750	72	0.8859	28.030
806	3706	72	0.935	14.052
3535	8043	72	0.9322	-56.063
3464	7595	72	0.8843	28.031
455	562	72	0.8832	-56.063
542	3477	72	0.9172	-28.031
806	7916	72	0.935	14.053
682	3536	72	0.9594	-0.001
3216	7966	72	0.9181	0.000
4839	10181	72	0.9312	0.001
3464	6779	72	0.9019	-28.029
3559	7731	72	0.9126	-60.020
4334	7804	72	0.8968	-0.001
4839	7702	72	0.8839	28.032
4120	8045	72	0.902	2.015
663	3476	72	0.8837	84.021
4334	4587	72	0.8858	86.036
3477	3517	72	0.9245	28.031
3535	4334	72	0.9425	-28.031
6741	7645	72	0.9076	28.032
573	3756	72	0.8954	-28.031
3535	11723	72	0.9326	-56.063
7804	7864	72	0.8818	-114.068
3464	10168	72	0.8854	28.032
6850	7839	72	0.8832	-29.975
3502	8043	72	0.9027	-170.131
562	7858	72	0.8909	-56.062
7588	7713	72	0.8762	3.996
900	3502	72	0.9203	-58.043
740	7702	72	0.8916	28.031
578	3216	72	0.9086	28.031
7702	8153	72	0.9077	-0.000
682	7966	72	0.9265	-0.001
514	4334	72	0.9081	-142.100
3535	7804	72	0.92	-28.031
3477	6779	72	0.9235	-28.029
7731	10213	72	0.8993	57.968
523	3555	72	0.8862	-58.005
7956	10285	72	0.8961	-1.943
806	900	72	0.8996	86.073
578	682	72	0.9177	28.032
3517	7606	72	0.9344	28.031
502	7588	72	0.9293	56.062
510	7804	72	0.9028	-56.063
8043	11723	72	0.9178	-0.000
682	7645	72	0.9349	-0.001
7702	10181	72	0.9298	-28.032
584	7606	72	0.9518	-0.001
510	554	72	0.8928	28.032
7705	8153	72	0.8945	28.031
7731	7799	72	0.8891	-86.037
663	7713	72	0.8857	58.005
3536	7966	72	0.929	-0.000
6779	7839	72	0.8978	-142.103
7591	7916	72	0.8971	14.016
3697	7645	72	0.9246	28.031
514	3502	72	0.9839	-0.001
523	7591	72	0.9414	0.000
663	7620	72	0.9037	-0.000
7588	7625	72	0.9066	-28.031
806	8043	72	0.8952	-142.100
573	3477	72	0.931	0.000
545	716	72	0.9478	-0.000
3706	7591	72	0.8971	-14.016
455	540	72	0.9236	28.031
455	7624	72	0.909	28.030
520	973	72	0.8879	1.980
3756	6779	72	0.9227	0.003
4839	8153	72	0.8913	28.032
8315	10285	72	0.8838	-28.031
6741	10181	72	0.9144	-86.038
6741	7839	72	0.9134	-84.094
973	7591	72	1.0	-0.000
3559	7916	72	0.9037	12.001
6779	7864	72	0.9116	-56.065
7702	8315	72	0.8845	-86.037
523	3706	72	0.8983	14.016
523	7588	72	0.8988	-1.980
573	3517	72	0.8938	28.031
8094	10285	72	0.9013	-58.005
7705	10181	72	0.9539	-0.000
545	900	72	0.9764	0.000
502	510	72	0.9097	-0.001
4839	7705	72	0.9363	0.001
7606	8045	72	0.8982	3.996
3517	3524	72	0.9089	28.032
900	10213	72	0.8996	-86.073
6810	11834	72	0.8898	-0.002
806	3559	72	0.9069	2.052
3477	3756	72	0.9128	-28.032
545	8043	72	0.9	-228.174
523	7916	72	0.8983	14.016
578	7966	72	0.9285	28.031
3377	7556	72	0.954	-0.000
3756	7712	72	0.8981	28.032
3477	7595	72	0.9232	28.030
3697	6741	72	0.9414	-0.001
3216	7645	72	0.9467	0.000
4871	7702	72	0.9094	0.001
7595	7606	72	0.8968	28.032
682	3216	72	0.9524	-0.001
3488	3697	72	0.9373	0.001
3706	10213	72	0.935	-14.052
7731	11723	72	0.8968	-84.132
523	3559	72	0.9075	2.015
3464	3477	72	0.9193	0.001
7731	7916	72	0.8963	72.021
7595	10168	72	0.9629	0.001
900	3535	72	0.9223	-172.111
3559	8045	72	0.8929	-86.036
682	1950	72	0.9071	-28.033
510	4334	72	0.8914	-56.062
3488	10181	72	0.9109	-86.038
8254	11925	72	0.8834	0.000
578	3488	72	0.9461	-0.001
806	7731	72	0.8993	-57.968
455	7556	72	0.9772	-0.000
540	7624	72	0.9388	-0.001
7606	10168	72	0.8898	-28.031
578	6741	72	0.9349	-0.001
682	3697	72	0.9115	-28.032
7556	7624	72	0.9084	28.031
578	10181	72	0.9155	-86.038
502	7625	72	0.8821	28.031
573	3464	72	0.9326	-0.000
896	6869	72	0.9099	-0.000
3530	7705	72	0.9232	0.001
514	3535	72	0.9381	-114.069
4334	8043	72	0.9067	-28.032
7588	7591	72	0.891	1.980
1950	10181	72	0.9186	-86.038
3530	8178	72	0.8763	-28.032
542	3517	72	0.9664	-0.000
710	3756	72	0.8968	-0.001
554	7588	72	0.9304	28.031
573	6779	72	0.9131	-28.029
545	3706	72	0.906	-72.021
3629	6779	72	0.8864	28.034
3517	7712	72	0.9369	-28.030
7960	8094	72	0.8816	86.036
3559	7591	72	0.9119	-2.015
540	900	72	0.8969	1.980
3216	3697	72	0.9118	-28.031
562	3377	72	0.8816	56.063
3477	10168	72	0.9197	28.031
7916	10213	72	0.935	-14.053
710	3517	72	0.8848	56.062
973	7916	72	0.8971	14.016
562	3502	72	0.9227	28.031
562	3555	72	0.8869	-57.968
7956	11925	72	0.8793	-86.037
740	8153	72	0.8978	28.031
542	7595	72	0.9304	-0.001
