CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1977	2847	190	0.8003	278.300
2169	6369	190	0.9821	-0.001
1809	4256	190	0.9786	-0.021
2169	4826	190	0.8286	250.270
4256	4826	190	0.8245	250.291
2170	2847	190	0.7927	278.296
2170	3622	190	0.8579	-13.984
25	3286	190	0.8205	-0.000
1977	2170	190	0.9658	0.004
2170	4826	190	0.8285	250.269
4826	6369	190	0.8171	-250.271
1809	3286	190	0.9275	-0.001
2847	6369	190	0.8075	-278.298
3622	4256	190	0.8718	13.962
1977	4256	190	0.9833	-0.018
3622	6369	190	0.8791	13.982
1963	1983	190	0.7725	-18.011
3286	3622	190	0.8393	-13.983
1977	4826	190	0.8221	250.273
1983	5455	190	0.7835	18.011
2170	4256	190	0.9619	-0.022
2847	4256	190	0.8097	-278.318
2169	2847	190	0.8137	278.297
93	4641	192	0.9751	-88.053
3432	4690	192	0.9581	0.002
3362	3523	192	0.9463	-132.079
1455	4776	192	0.9479	176.105
93	1137	192	0.9742	-44.026
1137	3362	192	0.9672	-0.001
3432	3523	192	0.9486	-44.027
81	2659	192	0.9574	-176.104
93	1118	192	0.9836	-0.000
2049	4627	192	0.9658	44.028
65	6433	192	0.9614	88.053
1118	3362	192	0.9558	-44.028
3523	4641	192	0.9607	88.054
2049	4641	192	0.9663	0.000
1118	4641	192	0.9587	-88.053
1219	4776	192	0.9645	132.078
81	3350	192	0.9621	-44.028
3354	6433	192	0.9435	132.080
1543	4690	192	0.9615	88.052
3354	4776	192	0.9595	0.001
2049	3350	192	0.9628	88.052
2656	4627	192	0.9776	44.026
2659	3350	192	0.968	132.077
1137	1543	192	0.9542	-176.104
1118	4627	192	0.9695	-44.026
1137	4690	192	0.9603	-88.052
3523	4627	192	0.9721	132.082
1118	3350	192	0.9703	-0.002
1455	6433	192	0.9237	308.184
3354	3362	192	0.9377	-88.053
4627	4690	192	0.9649	-88.053
81	3362	192	0.9463	-88.054
2656	2659	192	0.9653	-44.026
93	3350	192	0.9764	-0.002
1137	4627	192	0.9889	0.001
81	3354	192	0.9439	-0.001
81	93	192	0.9744	-44.026
3350	4627	192	0.9758	-44.024
93	3354	192	0.9692	44.025
2659	4690	192	0.9692	-0.000
1118	2659	192	0.9641	-132.078
3350	4641	192	0.9665	-88.051
2656	3354	192	0.9641	132.077
2656	3350	192	0.9698	88.050
1118	4776	192	0.9562	44.026
2656	4690	192	0.966	-44.027
1137	3354	192	0.9554	88.051
3432	4627	192	0.9651	88.055
1137	3350	192	0.9789	44.025
93	2659	192	0.972	-132.078
1219	1455	192	0.9289	-44.026
93	3362	192	0.962	-44.028
1543	4641	192	0.9567	132.077
3350	3362	192	0.9731	-44.026
81	2656	192	0.9726	-132.078
1543	2659	192	0.9683	88.052
1137	3523	192	0.9667	-132.081
1137	2659	192	0.9592	-88.052
1118	1137	192	0.9735	-44.026
2049	3523	192	0.9543	-88.054
2659	4641	192	0.9646	44.025
4641	4690	192	0.9683	-44.026
93	2656	192	0.9839	-88.052
2049	4690	192	0.9596	-44.025
3523	4690	192	0.962	44.029
2049	2656	192	0.9556	0.001
81	1118	192	0.9681	-44.026
3362	4627	192	0.9722	0.002
2656	4641	192	0.9752	-0.001
4627	4641	192	0.9715	-44.027
1543	2049	192	0.943	132.077
1118	2656	192	0.9731	-88.052
314	2653	198	1.0	-0.000
10225	10795	199	0.9524	88.053
10091	10795	199	0.9467	0.001
10251	10795	199	0.951	28.034
10225	10540	199	0.9512	-28.033
10203	10251	199	0.9685	-88.053
7706	7831	202	0.9752	42.050
5725	9994	204	0.9937	-56.065
408	9994	204	0.9938	0.001
5725	8931	204	0.9941	-0.001
408	5725	204	0.9943	56.065
5720	8920	204	0.9958	0.001
5720	8931	204	0.9941	44.026
8920	8931	204	0.9944	44.025
8931	9994	204	0.9936	-56.064
408	3328	204	0.9942	-28.030
408	7415	204	0.9961	-28.029
7572	10073	205	0.9838	-0.001
612	2704	208	1.0	-0.000
461	2641	209	1.0	0.000
1099	4277	213	0.7049	26.016
4277	4380	213	0.864	-26.016
1034	4277	213	0.9765	0.000
1034	4380	213	0.835	-26.016
1099	4380	213	0.8422	-0.000
9051	11686	216	0.9854	0.010
10349	11778	216	0.9877	-0.006
9051	9176	216	0.9812	44.021
10344	11643	216	0.983	-44.035
10344	10349	216	0.9812	-88.056
9124	10349	216	0.9759	44.027
9124	11643	216	0.975	88.048
10313	10349	216	0.9865	-44.025
10349	11643	216	0.9776	44.021
9051	10344	216	0.9758	-44.020
10344	11778	216	0.9768	-88.062
10313	11643	216	0.9871	-0.003
9124	11778	216	0.9768	44.021
11643	11778	216	0.9785	-44.028
10313	11778	216	0.9804	-44.031
9176	11686	216	0.9854	-44.011
10344	11686	216	0.983	44.030
10313	10344	216	0.9875	44.032
4603	7910	217	0.7195	135.032
3498	7910	217	0.9064	-2.016
3498	3943	217	0.9064	-2.016
3943	7910	217	1.0	-0.000
1708	3943	217	0.727	-18.009
3943	4603	217	0.7195	-135.033
1708	7910	217	0.727	-18.009
4603	4674	217	0.886	-28.031
3404	4618	218	0.9809	-28.035
3404	4644	218	0.9853	-0.005
4618	7430	218	0.9842	28.034
6343	7410	218	0.9759	0.007
153	4618	218	0.9846	0.000
153	6343	218	0.9838	0.001
3366	6343	218	0.9837	-0.003
153	3366	218	0.9826	0.003
849	6343	218	0.9834	0.000
4618	6343	218	0.9828	0.000
3366	4618	218	0.9826	-0.003
849	4618	218	0.9844	-0.000
849	7430	218	0.9866	28.034
153	849	218	0.9873	0.001
153	7430	218	0.9863	28.035
849	3366	218	0.9823	0.003
3366	3404	218	0.9789	28.032
1038	7331	223	0.9809	-0.000
1032	6854	223	0.8904	-26.091
16	296	223	0.9176	2.015
31	2552	223	0.9643	0.101
6335	6852	223	0.9437	-28.031
296	1031	223	0.922	12.000
3189	6854	223	0.9339	14.038
296	3189	223	0.9187	-2.039
1031	3189	223	0.9482	-14.039
8	6335	223	0.9394	-0.001
16	6335	223	0.9515	28.031
1032	10066	223	0.8963	-40.214
1032	1078	223	0.8814	-24.075
1351	6335	223	0.9447	384.338
8	6852	223	0.9128	-28.032
8	1351	223	0.9176	-384.339
31	1038	223	0.9742	0.102
296	6854	223	0.8888	11.999
8	16	223	0.9756	-28.032
1031	6854	223	0.9191	-0.001
3189	6852	223	0.9369	0.023
3611	6854	223	0.8915	-26.090
6335	10066	223	0.942	-28.140
8	1031	223	0.9668	-14.017
8	1078	223	0.9169	-12.001
1078	3189	223	0.9271	-16.054
296	7331	223	0.8786	-0.000
16	3189	223	0.9569	-0.023
1031	10066	223	0.955	-14.124
6852	10066	223	0.9265	-0.108
1351	10636	223	0.8497	-0.001
1031	1032	223	0.9316	26.090
3189	10066	223	0.9597	-0.085
6335	6854	223	0.9454	-14.017
8	10066	223	0.939	-28.140
1038	2552	223	0.9557	-0.001
16	6852	223	0.9273	-0.000
3189	6335	223	0.951	28.055
1078	10066	223	0.9165	-16.139
296	6852	223	0.8955	-2.016
1031	1078	223	0.9359	2.015
3611	6852	223	0.9027	-40.105
1032	3611	223	0.9386	-0.001
8	6854	223	0.9084	-14.017
6854	10066	223	0.9246	-14.123
1031	6335	223	0.9558	14.016
1031	6852	223	0.9302	-14.016
296	6335	223	0.9229	26.016
296	1078	223	0.9433	14.015
16	6854	223	0.923	14.014
8	3189	223	0.9303	-28.055
2552	7331	223	0.9482	0.000
16	10066	223	0.9555	-0.109
16	1031	223	0.9797	14.015
31	7331	223	0.9635	0.101
16	1032	223	0.9303	40.105
16	1078	223	0.933	16.030
1032	6852	223	0.8925	-40.106
6852	6854	223	0.9455	14.015
1032	3189	223	0.913	-40.129
8	1032	223	0.9196	12.074
296	10066	223	0.9015	-2.124
1078	6335	223	0.9172	12.001
4835	5801	225	0.9881	28.027
1323	5805	225	1.0	0.014
1243	5805	225	0.9901	-44.011
1243	1323	225	0.99	-44.026
1243	5801	225	0.9882	28.029
388	2619	229	1.0	0.001
474	4313	232	0.9515	0.000
3308	7406	233	0.9955	-0.001
217	3308	233	0.9947	-44.025
734	4614	233	0.995	-14.016
179	3326	233	0.9947	-12.001
3714	7417	233	0.9948	-2.015
787	3326	233	0.9946	2.015
4617	7406	233	0.9952	-0.000
165	179	233	0.9944	44.025
179	4625	233	0.9954	-44.024
3326	3714	233	0.9949	28.032
165	2620	233	0.9944	44.025
179	2620	233	1.0	0.000
2620	3326	233	0.9947	-12.001
734	4625	233	0.9944	44.026
217	3326	233	0.9963	-15.996
2620	4625	233	0.9954	-44.024
2620	3714	233	0.9961	16.031
179	3714	233	0.9961	16.031
6337	11650	235	0.9789	28.032
282	11650	235	0.9771	28.032
3521	5321	235	0.8792	-14.016
282	8049	235	0.8554	-14.016
381	3521	235	0.9703	-56.063
3521	6452	235	0.9267	-28.032
5365	11650	235	0.9733	14.016
282	3450	235	0.9795	56.062
3450	3708	235	0.9944	-28.031
3521	11650	235	0.9698	28.032
282	3521	235	0.9885	-0.000
5321	5365	235	0.9481	28.032
4712	6337	235	0.9318	-27.995
282	5321	235	0.8858	-14.016
816	5365	235	0.9897	-28.031
3521	4712	235	0.9146	27.995
3450	3521	235	0.9736	-56.063
5321	6337	235	0.8802	14.016
282	4712	235	0.9214	27.995
381	6337	235	0.9865	-56.063
3708	6452	235	0.9148	-56.063
6452	11650	235	0.9066	56.064
381	3708	235	0.9917	-28.031
381	11650	235	0.9922	-28.031
3521	6337	235	0.9877	0.000
6337	8049	235	0.851	-14.016
282	3708	235	0.989	28.031
3708	6337	235	0.9961	-28.031
5321	8049	235	0.8966	0.000
3450	6337	235	0.9892	-56.062
3521	3708	235	0.9848	28.031
4712	4782	235	0.9627	28.031
6337	6452	235	0.9142	-28.032
282	6337	235	0.9921	0.000
381	816	235	0.9706	-14.016
282	6452	235	0.9086	-28.032
381	6452	235	0.91	-84.095
5365	8049	235	0.8966	-28.031
3708	11650	235	0.9854	0.001
816	5321	235	0.9383	-56.063
3708	5365	235	0.9521	-14.016
816	8049	235	0.9019	-56.063
282	381	235	0.9797	56.063
1694	6609	240	0.8018	0.153
6609	10464	240	0.8862	-0.127
4272	6609	240	0.9756	0.053
3229	10464	240	0.9843	-0.093
606	8089	240	0.97	-0.063
5306	8089	240	0.972	-0.023
606	1694	240	0.8232	-0.155
8089	10464	240	0.9793	-0.065
1694	3229	240	0.8592	0.119
4272	8089	240	0.9724	-0.008
606	3229	240	0.9862	-0.036
5306	6609	240	0.9817	0.039
4272	5306	240	0.9799	0.014
1694	4272	240	0.9872	0.100
5306	10464	240	0.9775	-0.088
606	10464	240	0.8953	-0.129
3229	8089	240	0.9759	-0.028
606	4272	240	0.9863	-0.055
3229	6609	240	0.9763	0.034
3229	5306	240	0.9827	-0.005
1694	8089	240	0.9815	0.092
4272	10464	240	0.9873	-0.074
1694	10464	240	0.9837	0.026
1694	5306	240	0.9116	0.114
606	6609	240	0.9785	-0.002
6609	8089	240	0.974	-0.061
606	5306	240	0.9843	-0.041
3229	4272	240	0.9863	-0.020
1610	5282	241	0.7953	0.000
1662	5282	241	0.8106	18.011
2180	5282	241	0.7953	0.000
1610	2180	241	1.0	-0.000
1055	1354	243	0.9141	-0.000
1616	2428	243	0.9175	60.021
1589	5294	243	0.9371	18.012
1073	1354	243	0.9193	-2.016
1595	1620	243	0.8903	60.021
1622	2404	243	0.9067	18.010
1586	5309	243	0.9268	-18.010
1589	1617	243	0.923	42.010
1575	1580	243	0.8773	-2.016
1577	1597	243	0.8739	28.031
1595	1599	243	0.903	24.000
1054	4829	243	0.8966	-0.000
1617	5303	243	0.9183	-42.009
1589	1600	243	0.8929	-30.047
1575	2329	243	0.888	-2.016
5294	5303	243	0.9518	-18.011
1622	5308	243	0.9281	42.010
1589	5303	243	0.9627	0.002
1589	1622	243	0.9554	-28.031
5295	5309	243	0.8931	-18.011
2404	5294	243	0.8997	28.033
1283	5285	243	0.8995	-28.033
1596	2329	243	0.9339	-0.000
1586	5295	243	0.89	0.000
1593	1753	243	0.8736	-56.063
1581	1589	243	0.9628	-18.011
1593	5309	243	0.9329	0.001
1620	5299	243	0.875	-78.032
1753	5285	243	0.9229	0.000
1595	5305	243	0.8923	24.000
1636	2329	243	0.8871	-26.016
1589	5309	243	0.9064	2.017
1600	1622	243	0.9049	2.016
1054	1065	243	0.9548	28.031
1586	5294	243	0.8765	-2.014
2404	5308	243	0.917	24.000
1581	5294	243	0.9354	0.001
1615	2404	243	1.0	0.000
1580	5276	243	0.8715	2.016
1055	1636	243	0.8962	29.026
1622	5303	243	0.9512	28.032
1577	1588	243	0.9136	-42.010
1583	1588	243	0.9242	-18.009
1581	1586	243	0.8761	2.016
1581	1617	243	0.9058	23.999
1581	1615	243	0.8833	-28.032
1575	2428	243	0.8805	-0.000
1575	5276	243	0.9906	0.000
5303	5309	243	0.8736	2.015
1615	1622	243	0.9067	-18.010
1581	2404	243	0.8833	-28.032
2428	7490	243	0.8858	0.000
1598	1622	243	0.9383	-42.010
1593	5295	243	0.8862	18.011
1599	5305	243	0.8904	-0.000
1580	2428	243	0.8756	2.015
1600	5305	243	0.8962	42.010
1588	5285	243	0.9253	-0.000
1599	5299	243	0.8788	-42.010
1054	1055	243	0.9541	2.016
1636	5353	243	0.8972	0.000
1617	5294	243	0.8982	-23.998
1598	5308	243	0.9439	0.000
1620	5296	243	0.8908	-60.021
2329	11571	243	0.879	-15.994
1065	1354	243	0.8921	-26.016
1600	5303	243	0.8758	30.048
1615	5308	243	0.917	24.000
1581	5303	243	0.9536	-18.009
2404	5303	243	0.8926	10.022
1597	5312	243	0.8782	0.000
1615	5294	243	0.8997	28.033
1598	2404	243	0.9116	-24.000
1577	1753	243	0.9014	-42.011
1588	1753	243	0.9535	-0.001
1596	11571	243	0.8807	-15.994
1622	5294	243	0.8927	46.043
1598	1617	243	0.9073	28.031
1589	1593	243	0.8915	2.016
1577	1583	243	0.8755	-24.001
1617	5308	243	0.9212	-28.031
2428	5276	243	0.8801	0.000
1055	1065	243	0.907	26.016
1598	1615	243	0.9116	-24.000
1600	5299	243	0.9171	0.000
1599	1600	243	0.913	-42.010
2329	5276	243	0.8882	2.016
1615	5303	243	0.8926	10.022
1586	1593	243	0.9427	-18.011
1583	1753	243	0.9346	-18.010
1595	5299	243	0.8762	-18.010
1595	1600	243	0.8966	-18.010
1055	1073	243	0.886	2.015
1583	5285	243	0.9267	-18.010
1054	1354	243	0.9148	2.016
1055	11571	243	0.8797	-12.983
1577	1580	243	0.909	18.011
609	1606	250	0.7705	14.016
7403	11624	251	0.8604	-92.046
2673	11624	251	0.8693	-27.994
549	7403	251	0.9408	0.000
2673	11515	251	0.8763	-27.994
2673	5792	251	0.9269	0.000
3444	11624	251	0.8604	-92.046
549	3444	251	0.9408	0.000
11515	11624	251	0.9137	0.000
549	11515	251	0.8748	-92.047
3543	11624	251	0.8702	-2.015
5792	11624	251	0.8989	-27.994
549	11624	251	0.8779	-92.046
5792	11515	251	0.8843	-27.994
3444	7403	251	1.0	-0.000
11848	11877	252	0.7766	-44.027
1538	3136	253	0.9637	-44.021
599	3136	253	0.878	-132.073
629	1538	253	0.9855	-44.025
599	1538	253	0.8981	-88.052
599	629	253	0.9201	-44.026
629	3136	253	0.9702	-88.046
675	2741	254	1.0	0.001
6430	7597	255	0.9659	-0.000
6430	11526	255	0.9734	0.000
3495	6430	255	0.933	42.046
7597	11526	255	0.9651	0.000
3495	7597	255	0.9354	42.045
230	3811	256	0.7279	1.007
230	7033	256	0.8159	0.000
7850	11732	260	0.9492	-44.029
7850	8059	260	0.9266	-88.053
166	1791	268	0.7539	40.068
1303	1791	268	0.7539	40.068
166	1303	268	1.0	-0.001
4336	5390	271	1.0	0.014
7529	11858	273	1.0	0.020
9998	11455	275	0.9802	44.024
9998	11447	275	0.9849	-0.002
10014	11447	275	0.9749	44.022
9115	11447	275	0.9613	176.101
9115	11455	275	0.967	220.126
11447	11455	275	0.9792	44.026
9115	10014	275	0.9659	132.079
9998	10014	275	0.9875	-44.024
9115	9998	275	0.9631	176.103
10014	11455	275	0.9702	88.048
405	2626	276	1.0	-0.001
6014	11707	278	0.9086	-44.027
1842	6347	280	0.8683	2.017
1030	1842	280	0.9088	-2.016
1030	6347	280	0.8967	0.001
90	4624	281	0.9945	-0.000
90	1968	281	0.9946	-0.001
1968	2629	281	0.9949	44.027
187	3182	288	1.0	-0.001
187	7393	288	0.9938	28.028
3182	7393	288	0.9937	28.029
186	1790	291	0.9784	44.026
186	3741	291	0.9794	-88.055
1519	2869	291	0.9567	-44.026
157	186	291	0.98	-44.026
2869	3741	291	0.9795	-88.057
157	3741	291	0.9776	-132.081
1766	1790	291	0.9819	44.027
157	2869	291	0.98	-44.024
157	1790	291	0.9877	-0.000
1790	3741	291	0.9749	-132.080
157	1519	291	0.9664	0.002
1766	2869	291	0.9742	0.003
186	1519	291	0.9738	44.027
1519	1766	291	0.976	-44.029
186	1766	291	0.9868	-0.001
157	1766	291	0.9791	-44.027
1519	3741	291	0.9691	-132.082
1790	2869	291	0.9796	-44.024
186	2869	291	0.9759	0.002
1766	3741	291	0.9744	-88.054
1519	1790	291	0.9706	-0.002
4731	7656	294	0.801	13.927
3400	7656	294	0.8448	18.011
7374	7656	294	0.8404	18.010
6578	7656	294	0.8434	0.002
3853	9094	294	0.8883	-280.114
3853	7241	294	1.0	0.000
3400	9287	294	0.8631	3.118
3853	9287	294	0.7933	-275.167
2429	7656	294	0.9458	0.000
4731	5817	294	0.8543	-1.000
570	7374	294	0.9845	-0.000
7374	9287	294	0.862	3.117
3400	4731	294	0.894	4.084
2429	6578	294	0.8821	-0.002
7241	9287	294	0.7933	-275.168
422	7241	294	0.8358	280.152
5817	9287	294	0.8866	0.033
4731	7374	294	0.8882	-4.084
9094	9287	294	0.838	4.947
570	3400	294	0.9622	-0.001
7241	9094	294	0.8883	-280.114
3400	7374	294	0.9845	0.001
570	9287	294	0.8599	3.117
422	3853	294	0.8358	280.152
570	7656	294	0.8365	18.010
570	4731	294	0.8912	4.083
2429	7374	294	0.7924	-18.010
4731	9287	294	0.8815	-0.966
2429	3400	294	0.7947	-18.011
3400	5817	294	0.8691	3.085
570	5817	294	0.872	3.084
5817	7374	294	0.8672	-3.084
5817	9094	294	0.8344	-4.913
422	9094	294	0.918	0.038
1613	4132	295	0.9891	0.000
3508	6643	296	0.9754	-44.023
2165	7542	297	0.9947	-0.001
2165	5722	297	0.9945	46.040
1058	6438	302	0.9406	0.000
154	3475	305	0.9909	-0.000
277	3803	305	0.9645	-28.031
154	837	305	0.9491	-44.027
1227	3803	305	0.914	44.026
154	5289	305	0.9214	-44.026
154	3803	305	0.9678	-56.062
837	3475	305	0.9508	44.026
277	5311	305	0.9646	-0.000
1227	5289	305	0.94	56.063
837	1227	305	0.9591	-56.062
3475	5289	305	0.9243	-44.026
154	277	305	0.9804	-28.031
3475	3803	305	0.965	-56.062
837	5289	305	0.9382	0.000
277	3475	305	0.9832	28.031
498	3409	306	0.9765	-0.001
1395	4449	309	0.9257	0.000
4302	7812	314	0.8902	0.001
3643	7812	314	0.7152	0.148
646	7812	314	0.9296	-0.000
646	3643	314	0.7325	-0.148
646	4302	314	0.8785	-0.001
786	1863	316	0.9771	0.000
1044	1863	316	0.8489	-434.353
34	369	316	0.9901	-0.000
1863	7405	316	0.8431	434.353
1044	7405	316	0.9939	0.000
34	1044	316	0.9935	-0.000
369	7405	316	0.9906	0.000
34	1863	316	0.8467	-434.353
786	1044	316	0.8107	434.353
34	786	316	0.8112	-434.353
786	7405	316	0.8013	434.353
369	786	316	0.8054	-434.353
34	7405	316	0.9907	0.000
369	1863	316	0.8412	-434.353
369	1044	316	0.9861	0.000
3437	10273	318	1.0	-0.001
1664	6619	319	1.0	-0.010
219	7619	322	0.9724	-0.000
3554	3603	328	1.0	0.005
3369	4654	330	0.9767	-88.053
487	3544	333	0.9328	0.000
383	3191	334	1.0	0.002
5355	9769	341	0.979	0.003
7512	9769	341	0.9756	-17.941
20	1959	343	0.7141	0.000
3	20	343	0.7665	1.001
1	3	343	0.8116	9.005
6602	7650	353	0.9735	0.002
3917	6575	353	0.9768	14.013
3917	6602	353	0.9783	-0.003
3917	7650	353	0.9756	-0.002
10309	11825	358	0.9756	-44.026
9334	11825	358	0.972	-0.004
9334	11642	358	0.9394	44.021
11642	11825	358	0.9558	-44.025
9334	10309	358	0.9721	44.022
10309	11642	358	0.9511	-0.002
6327	6490	359	0.755	60.021
3342	9027	363	0.9483	-58.005
396	7567	363	0.9644	-0.002
396	3342	363	0.9818	-0.001
4131	7567	363	0.9644	-0.002
7567	9027	363	0.9396	-58.004
3342	7567	363	0.971	-0.001
6357	7567	363	0.9824	-0.001
3342	6357	363	0.9723	-0.000
396	6357	363	0.9783	-0.001
4131	6357	363	0.9783	-0.001
3342	4131	363	0.9818	0.001
6357	9027	363	0.9536	-58.005
396	4131	363	1.0	-0.000
366	2609	365	1.0	0.000
2332	2387	375	0.9464	14.016
2387	5291	375	0.8712	92.074
5367	5612	375	0.9629	2.016
1638	5367	375	0.9602	0.000
1592	2179	375	1.0	-0.000
5291	5367	375	0.8989	-18.010
1605	1638	375	0.7995	60.021
1592	5367	375	0.9135	-18.010
2179	5367	375	0.9135	-18.010
1638	5612	375	0.9748	2.016
4606	4737	377	0.8979	-9.985
4626	4730	377	0.7858	-100.034
4626	4673	377	0.8211	-66.048
4616	4762	377	0.7752	36.099
4616	4708	377	0.8278	84.100
4616	4669	377	0.7473	17.094
4630	4708	377	0.8893	-28.031
4708	4730	377	0.8351	-76.033
4673	4762	377	0.7967	-5.953
4669	4762	377	0.7672	19.006
4669	4673	377	0.8072	24.959
4673	4855	377	0.8999	-84.097
4606	4697	377	0.7018	-124.017
4669	4680	377	0.7963	-136.017
4639	4680	377	0.7402	-141.007
4626	4762	377	0.8129	-72.001
4639	4669	377	0.8359	-4.990
4626	4630	377	0.8494	4.030
4626	4855	377	0.7916	-150.145
4669	4855	377	0.755	-59.138
4673	4730	377	0.7849	-33.986
4708	4762	377	0.8591	-48.001
4630	4855	377	0.7657	-154.175
4762	4855	377	0.7849	-78.143
4850	4855	377	0.7506	-126.145
4639	4673	377	0.8632	19.969
4626	4850	377	0.7403	-24.000
4639	4855	377	0.8262	-64.128
4639	4708	377	0.8847	62.016
4626	4708	377	0.8409	-24.001
4616	4630	377	0.7878	112.131
4669	4708	377	0.7854	67.006
4630	4669	377	0.7681	-95.037
4630	4639	377	0.8624	-90.047
4616	4639	377	0.8274	22.084
4669	4730	377	0.748	-9.027
4616	4673	377	0.915	42.053
4616	4730	377	0.7493	8.067
4730	4762	377	0.8686	28.032
4626	4669	377	0.8585	-91.007
4697	4850	377	0.7209	56.027
4630	4673	377	0.7976	-70.078
4626	4639	377	0.8562	-86.017
4616	4855	377	0.8918	-42.044
4639	4730	377	0.869	-14.016
4673	4708	377	0.848	42.047
4616	4626	377	0.7403	108.101
4630	4762	377	0.893	-76.031
4708	4855	377	0.8249	-126.144
4630	4730	377	0.8779	-104.064
4639	4762	377	0.8761	14.016
860	8103	384	0.9539	0.000
1384	2927	385	0.8808	-28.032
3999	7866	391	0.964	132.078
3860	3999	391	0.9699	-44.025
3860	7888	391	0.9569	-44.023
3860	7866	391	0.9647	88.053
7798	7888	391	0.9722	-44.024
3860	7824	391	0.9565	44.029
7798	7824	391	0.9795	44.028
7824	7888	391	0.9679	-88.052
3999	7888	391	0.9557	0.001
7866	7888	391	0.956	-132.077
7824	7866	391	0.9664	44.024
364	7426	394	0.9938	-0.002
7426	7546	394	0.8507	-19.967
138	7546	394	0.9614	-0.000
138	7426	394	0.8749	19.966
138	364	394	0.8772	19.969
3307	7546	394	0.8552	-19.968
364	7546	394	0.8459	-19.969
138	3307	394	0.882	19.968
3307	7426	394	0.9959	-0.002
7517	7546	394	0.9452	2.014
364	3307	394	0.9926	-0.001
138	7517	394	0.8411	-2.014
2206	7647	396	0.9865	0.001
431	2206	396	0.9713	0.002
2206	10191	396	0.9764	56.061
431	7647	396	0.976	0.003
2206	7602	396	0.9792	28.030
431	10191	396	0.9662	56.063
431	7602	396	0.9699	28.032
7647	10191	396	0.9808	56.060
431	10056	396	0.9276	84.094
7602	10191	396	0.9687	28.031
7602	7647	396	0.983	-28.029
5287	5318	398	0.9754	-28.030
5802	7720	403	0.983	-0.001
4126	5802	403	0.9821	0.001
2056	5802	403	0.9707	-0.001
4126	7720	403	0.9766	-0.000
2056	4126	403	0.9778	-0.002
4139	7167	404	1.0	-0.001
10135	11621	408	0.9489	-44.028
7296	10178	412	0.9432	-28.030
184	2627	415	1.0	0.000
1129	1550	425	1.0	0.000
8972	8996	426	0.9711	-44.026
8972	9059	426	0.9326	-88.054
9940	11422	428	0.9938	-0.000
191	3770	431	0.7847	56.063
3454	4480	431	0.923	28.032
3454	3770	431	0.8106	56.063
191	3454	431	0.8084	0.000
3770	4480	431	0.8121	-28.031
191	4480	431	0.8582	28.032
8107	10472	433	1.0	0.001
1582	1607	436	0.9155	-60.021
1590	2162	436	0.9027	-0.000
1601	5279	436	0.9097	60.020
1582	5293	436	0.904	-60.022
1607	2162	436	0.9028	60.020
1601	5293	436	0.9338	-0.001
1590	2174	436	0.9239	-60.021
1590	5293	436	0.904	-60.021
1607	5279	436	0.9097	60.020
1590	5279	436	0.9009	-0.000
1582	1601	436	0.9155	-60.021
5279	5293	436	0.8895	-60.021
1607	5293	436	0.9338	-0.000
2174	5293	436	0.911	-0.001
1590	1607	436	0.9155	-60.021
1601	2162	436	0.9028	60.020
2162	2174	436	0.9131	-60.020
2162	5293	436	0.8977	-60.021
1582	1590	436	1.0	-0.000
1590	1601	436	0.9155	-60.020
1601	1607	436	1.0	-0.001
1582	5279	436	0.9043	-0.001
2162	5279	436	0.9138	0.000
1582	2174	436	0.9239	-60.021
1607	2174	436	0.9228	0.000
2174	5279	436	0.8935	60.020
1582	2162	436	0.9027	-0.001
1601	2174	436	0.9228	-0.000
9025	9043	439	0.9308	-18.017
37	3180	448	1.0	-0.001
8927	9154	453	0.9472	-248.230
8927	8942	453	0.9733	-28.011
9041	9154	453	0.9249	-150.158
8942	9154	453	0.967	-220.219
8927	9020	453	0.9337	-92.146
8927	10395	453	0.9306	104.080
4645	4652	458	0.9949	-44.026
11767	11842	459	0.8816	132.079
11767	11859	459	0.9233	-88.053
7544	7663	460	0.9767	-30.011
2698	6494	460	0.971	0.000
6494	7663	460	0.9738	-30.010
6494	7544	460	0.975	0.001
628	2698	460	1.0	-0.001
628	6494	460	0.971	-0.001
2351	2918	465	0.8373	18.011
928	7524	475	0.9686	0.000
928	4319	475	0.919	0.000
4319	7524	475	0.9107	0.000
1500	6571	476	0.9114	-0.000
4721	6415	477	0.9748	-0.004
566	2693	480	1.0	0.000
8025	10146	482	0.9725	-0.004
10146	11611	482	0.9563	88.047
7975	10103	482	0.9778	-0.000
7975	8025	482	0.9694	-44.022
8025	10103	482	0.9805	44.022
3580	5359	487	1.0	0.002
3447	6589	488	1.0	0.002
668	7530	489	0.9833	0.001
2710	10257	489	0.9692	56.066
668	2710	489	0.9805	0.000
3586	10257	489	0.9681	56.065
10257	11567	489	0.9735	-0.002
2710	3586	489	0.9665	0.001
2710	7530	489	0.9771	0.001
2710	8076	489	0.9713	-88.055
1676	4222	490	1.0	0.000
4222	5370	490	0.7994	-0.001
1676	5370	490	0.7994	-0.000
5776	5926	494	0.9545	-28.030
1301	5724	495	0.9795	-28.031
757	4675	498	0.84	-3.061
6645	9097	499	0.721	-14.988
6504	6645	499	0.8286	-0.000
6504	9097	499	0.7694	-14.988
1874	6645	499	0.7457	14.988
1874	9097	499	0.8976	0.001
1874	6504	499	0.8279	14.989
10184	11537	504	0.9796	-0.000
1087	2634	505	0.968	-56.063
343	4724	505	0.9679	-28.031
